a000025,Soft,Article,y,cadair olwyn,a wheelchair,noun-fem,Mae'r ,yn y car.,gadair olwyn,SM,The wheelchair is in the car.,After the definite article a singular feminine noun takes soft mutation on the first word.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal ar y gair cyntaf.
a000026,Soft,Article,y,calon,a heart,noun-fem,Mae'r ,yn curo'n gyflym.,galon,SM,The heart is beating fast.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000027,Soft,Article,y,camp,a feat,noun-fem,Roedd y ,yn anhygoel.,gamp,SM,The feat was amazing.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000028,Soft,Article,y,canrif,a century,noun-fem,Rydyn ni yn y ,hon.,ganrif,SM,We are in this century.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000029,Soft,Article,y,cantores,a female singer,noun-fem,Mae'r ,yn enwog.,gantores,SM,The female singer is famous.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000030,Soft,Article,y,carafán,a caravan,noun-fem,Mae'r ,ger y môr.,garafán,SM,The caravan is near the sea.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000031,None,Article,yr,canrifau,centuries,noun-pl,Rydyn ni'n darllen am yr ,yn y llyfr.,canrifau,NONE,We are reading about the centuries in the book.,Plural nouns do not take soft mutation after the definite article.,Dydy enwau lluosog ddim yn treiglo'n feddal ar ôl y fannod.
a000032,None,Article,yr,allweddi,keys,noun-pl,Mae'r ,ar y bwrdd.,allweddi,NONE,The keys are on the table.,Plural nouns do not take soft mutation after the definite article.,Dydy enwau lluosog ddim yn treiglo'n feddal ar ôl y fannod.
a000033,None,Article,y,baneri,flags,noun-pl,Mae'r ,tu allan.,baneri,NONE,The flags are outside.,Plural nouns do not take soft mutation after the definite article.,Dydy enwau lluosog ddim yn treiglo'n feddal ar ôl y fannod.
a000034,None,Article,yr,amlenni,envelopes,noun-pl,Mae'r ,yn y drôr.,amlenni,NONE,The envelopes are in the drawer.,Plural nouns do not take soft mutation after the definite article.,Dydy enwau lluosog ddim yn treiglo'n feddal ar ôl y fannod.
a000035,None,Article,y,buchod,cows,noun-pl,Mae'r ,yn y cae.,buchod,NONE,The cows are in the field.,Plural nouns do not take soft mutation after the definite article.,Dydy enwau lluosog ddim yn treiglo'n feddal ar ôl y fannod.
a000036,Soft,Article,y,cadair olwyn,wheelchair,noun-fem,Mae'r ,yn y car.,gadair olwyn,SM,The wheelchair is in the car.,After the definite article a singular feminine noun takes soft mutation on the first word.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal ar y gair cyntaf.
a000037,Soft,Article,y,calon,heart,noun-fem,Mae'r ,yn curo'n gyflym.,galon,SM,The heart is beating fast.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000038,Soft,Article,y,camp,feat,noun-fem,Roedd y ,yn anhygoel.,gamp,SM,The feat was amazing.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000039,Soft,Article,y,canrif,century,noun-fem,Rydyn ni yn y ,hon.,ganrif,SM,We are in this century.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000040,Soft,Article,y,cantores,female singer,noun-fem,Mae'r ,yn canu'n dda.,gantores,SM,The female singer sings well.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000041,Soft,Article,y,carafán,caravan,noun-fem,Mae'r ,ger y môr.,garafán,SM,The caravan is near the sea.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000042,Soft,Article,y,cardigan,cardigan,noun-fem,Mae'r ,ar y gadair.,gardigan,SM,The cardigan is on the chair.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000043,Soft,Article,y,celf,art,noun-fem,Dw i'n hoffi ,yn fawr.,gelf,SM,I like art a lot.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000044,Soft,Article,y,cemeg,chemistry,noun-fem,Dw i'n astudio ,yn y coleg.,gemeg,SM,I study chemistry in college.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000045,Soft,Article,y,cewyn,nappy,noun-fem,Mae'r ,yn y bag.,gewyn,SM,The nappy is in the bag.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000046,Soft,Article,y,cylchfan,roundabout,noun-fem,Mae'r ,ger y siop.,gylchfan,SM,The roundabout is near the shop.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000047,Soft,Article,y,cyllell,knife,noun-fem,Mae'r ,yn finiog.,gyllell,SM,The knife is sharp.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000048,Soft,Article,y,cymdeithas,society,noun-fem,Mae'r ,yn fawr.,gymdeithas,SM,The society is big.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000049,Soft,Article,y,cymdeithas rieni,parents’ association,noun-fem,Mae'r ,yn cyfarfod heno.,gymdeithas rieni,SM,The parents’ association is meeting tonight.,After the definite article a singular feminine noun takes soft mutation on the first word of the phrase.,Ar ôl y fannod mae treiglad meddal ar air cyntaf yr ymadrodd.
a000050,Soft,Article,y,cymuned,community,noun-fem,Mae'r ,yn gyfeillgar.,gymuned,SM,The community is friendly.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000051,Soft,Article,y,cynffon,tail,noun-fem,Mae'r ,yn hir.,gynffon,SM,The tail is long.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000052,Soft,Article,y,cynulleidfa,audience,noun-fem,Mae'r ,yn fawr heno.,gynulleidfa,SM,The audience is big tonight.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000053,Soft,Article,y,cusan,kiss,noun-fem,Rho gusan i mi? Na rhoi'r ,gyntaf.,gusan,SM,Give me a kiss? No give the kiss first.,After the definite article a singular feminine noun takes soft mutation but g- does not change.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal ond dydy g- ddim yn newid.
a000054,Soft,Article,y,cwningen,rabbit,noun-fem,Mae'r ,yn y cae.,gwningen,SM,The rabbit is in the field.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000055,Soft,Article,y,daear,earth,noun-fem,Mae'r ,yn gynnes yn yr haf.,ddaear,SM,The earth is warm in the summer.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000056,Soft,Article,y,daearyddiaeth,geography,noun-fem,Dw i'n hoffi ,yn yr ysgol.,ddaearyddiaeth,SM,I like geography in school.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000057,Soft,Article,y,dafad,sheep,noun-fem,Mae'r ,yn y cae.,ddafad,SM,The sheep is in the field.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000058,Soft,Article,y,dawns,dance,noun-fem,Mae'r ,ar nos Wener.,ddawns,SM,The dance is on Friday night.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000059,Soft,Article,y,derbynfa,reception,noun-fem,Mae'r ,wrth y drws.,dderbynfa,SM,The reception is by the door.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000060,Soft,Article,y,dinas,city,noun-fem,Mae'r ,yn brysur heddiw.,ddinas,SM,The city is busy today.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000061,Soft,Article,y,dogfen,document,noun-fem,Mae'r ,ar y bwrdd.,ddogfen,SM,The document is on the table.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000062,Soft,Article,y,doli,doll,noun-fem,Mae'r ,yn y gwely.,ddoli,SM,The doll is in the bed.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000063,Soft,Article,y,draig,dragon,noun-fem,Mae'r ,ar y faner.,ddraig,SM,The dragon is on the flag.,After the definite article a singular feminine noun takes soft mutation.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal.
a000064,None,Article,yr,egwyl,break,noun-fem,Mae'r ,am ddeg o'r gloch.,egwyl,NONE,The break is at ten o’clock.,This noun starts with a vowel so there is no mutation after the article.,Mae'r enw yn dechrau gyda llafariad felly does dim treiglad ar ôl y fannod.
a000065,None,Article,yr,Eidal,Italy,placename,Mae ,yn Ewrop.,Eidal,NONE,Italy is in Europe.,This place name starts with a vowel so there is no mutation after the article.,Mae'r enw lle yn dechrau gyda llafariad felly does dim treiglad ar ôl y fannod.
a000066,None,Article,yr,Eidaleg,Italian language,noun-fem,Dw i'n dysgu ,ar-lein.,Eidaleg,NONE,I’m learning Italian online.,This noun starts with a vowel so there is no mutation after the article.,Mae'r enw yn dechrau gyda llafariad felly does dim treiglad ar ôl y fannod.
a000067,None,Article,yr,Eidales,Italian woman,noun-fem,Mae ,yn gweithio yma.,Eidales,NONE,The Italian woman works here.,This noun starts with a vowel so there is no mutation after the article.,Mae'r enw yn dechrau gyda llafariad felly does dim treiglad ar ôl y fannod.
a000068,None,Article,yr,eitem,item,noun-fem,Mae'r ,yn ddrud.,eitem,NONE,The item is expensive.,This noun starts with a vowel so there is no mutation after the article.,Mae'r enw yn dechrau gyda llafariad felly does dim treiglad ar ôl y fannod.
a000069,None,Article,yr,elusen,charity,noun-fem,Mae'r ,yn helpu pobl.,elusen,NONE,The charity helps people.,This noun starts with a vowel so there is no mutation after the article.,Mae'r enw yn dechrau gyda llafariad felly does dim treiglad ar ôl y fannod.
a000070,None,Article,yr,Ewrop,Europe,placename,Mae ,yn fawr.,Ewrop,NONE,Europe is big.,This place name starts with a vowel so there is no mutation after the article.,Mae'r enw lle yn dechrau gyda llafariad felly does dim treiglad ar ôl y fannod.
a000071,None,Article,y,fest,vest,noun-fem,Mae'r ,yn lân.,fest,NONE,The vest is clean.,After the definite article a singular feminine noun takes soft mutation but f- does not change.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal ond dydy f- ddim yn newid.
a000072,Soft,Article,y,ffafr,favour,noun-fem,Ga i'r ,os gwelwch chi'n dda?,fafr,SM,Can I have the favour please?,After the definite article a singular feminine noun takes soft mutation so ff- becomes f-.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal felly mae ff- yn dod yn f-.
a000073,Soft,Article,y,ffaith,fact,noun-fem,Dyna'r ,i gyd.,faith,SM,That’s the fact.,After the definite article a singular feminine noun takes soft mutation so ff- becomes f-.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal felly mae ff- yn dod yn f-.
a000074,Soft,Article,y,fferi,ferry,noun-fem,Mae'r ,yn cyrraedd yn gynnar.,feri,SM,The ferry arrives early.,After the definite article a singular feminine noun takes soft mutation so ff- becomes f-.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal felly mae ff- yn dod yn f-.
a000075,Soft,Article,y,fferm,farm,noun-fem,Mae'r ,ger y pentref.,fferm,SM,The farm is near the village.,After the definite article a singular feminine noun takes soft mutation so ff- becomes f-.,Ar ôl y fannod mae enw benywaidd unigol yn treiglo'n feddal felly mae ff- yn dod yn f-.
a000076,None,Article,y,cyllyll,knives,noun-pl,Mae'r ,yn y drôr.,cyllyll,NONE,The knives are in the drawer.,Plural nouns do not take soft mutation after the definite article.,Dydy enwau lluosog ddim yn treiglo'n feddal ar ôl y fannod.
a000077,None,Article,y,defaid,sheep,noun-pl,Mae'r ,yn y cae.,defaid,NONE,The sheep are in the field.,Plural nouns do not take soft mutation after the definite article.,Dydy enwau lluosog ddim yn treiglo'n feddal ar ôl y fannod.
a000078,None,Article,y,cwningod,rabbits,noun-pl,Mae'r ,yn y cae.,cwningod,NONE,The rabbits are in the field.,Plural nouns do not take soft mutation after the definite article.,Dydy enwau lluosog ddim yn treiglo'n feddal ar ôl y fannod.
a000079,None,Article,y,dinasoedd,cities,noun-pl,Mae'r ,yn fawr.,dinasoedd,NONE,The cities are big.,Plural nouns do not take soft mutation after the definite article.,Dydy enwau lluosog ddim yn treiglo'n feddal ar ôl y fannod.
a000080,None,Article,y,dogfennau,documents,noun-pl,Mae'r ,ar y bwrdd.,dogfennau,NONE,The documents are on the table.,Plural nouns do not take soft mutation after the definite article.,Dydy enwau lluosog ddim yn treiglo'n feddal ar ôl y fannod.
a000081,None,Article,y,cusanau,kisses,noun-pl,Rho'r ,i'r plant.,cusanau,NONE,Give the kisses to the children.,Plural nouns do not take soft mutation after the definite article.,Dydy enwau lluosog ddim yn treiglo'n feddal ar ôl y fannod.
a000082,None,Article,yr,eitemau,items,noun-pl,Mae'r ,yn y bag.,eitemau,NONE,The items are in the bag.,Plural nouns do not take soft mutation after the definite article.,Dydy enwau lluosog ddim yn treiglo'n feddal ar ôl y fannod.
a000083,None,Article,y,cardigans,cardigans,noun-pl,Mae'r ,yn y cwpwrdd.,cardigans,NONE,The cardigans are in the cupboard.,Plural nouns do not take soft mutation after the definite article.,Dydy enwau lluosog ddim yn treiglo'n feddal ar ôl y fannod.
